,game_name,release_date,original_price($),discount_price($),steam_rating
1214,Neverwinter Nights: Enhanced Edition,"27 Mar, 2018",22.79,,83.01%
1215,Megadimension Neptunia VII,"5 Jul, 2016",22.79,,91.20%
1216,Megadimension Neptunia VII,"5 Jul, 2016",22.79,,91.20%
1217,Wrench,"19 Dec, 2018",22.79,,82.71%
1218,Catch & Release,"7 Jun, 2018",22.79,,84.56%
1219,Thousand Threads,"30 Jul, 2020",22.79,,80.07%
1220,Basement,"10 Nov, 2019",22.79,,75.47%
1221,AVICII Invector,"10 Dec, 2019",22.79,,91.04%
1222,We. The Revolution,"21 Mar, 2019",22.79,,77.65%
1223,Clone Drone in the Danger Zone,"16 Mar, 2017",22.79,,93.67%
1224,Flowers -Le volume sur automne-,"30 Jul, 2020",22.79,,88.63%
1225,Stellar Tactics,"22 Sep, 2016",22.79,,80.63%
1226,Spirit of the North,"7 May, 2020",22.79,,80.60%
1227,Truck Life,"6 Aug, 2020",22.79,,68.72%
1228,SteamWorld Dig 2,"22 Sep, 2017",22.79,,91.73%
1229,Disney Pirates of the Caribbean: At Worlds End,"6 Oct, 2014",22.79,,66.60%
1230,STAR WARS™: The Force Unleashed™ II,"26 Oct, 2010",22.79,,57.30%
1231,Darksburg,"12 Feb, 2020",22.79,,70.43%
1232,Master Of Pottery,"11 Nov, 2019",4.65,3.72,92.68%
1233,Double Kick Heroes,"13 Aug, 2020",22.79,20.51,75.87%
1234,The Curse of Monkey Island,"22 Mar, 2018",7.99,,91.37%
1235,Touhou Luna Nights,"25 Feb, 2019",20.49,,94.77%
1236,RDS - The Official Drift Videogame,"6 Jun, 2019",20.49,,75.40%
1237,Total Tank Simulator,"20 May, 2020",22.79,,73.98%
1238,Rusted Warfare - RTS,"14 Jul, 2017",5.49,,91.15%
1239,World of Subways 4 – New York Line 7,"23 Mar, 2015",22.60,,59.26%
1240,CastleMiner Z,"3 Feb, 2014",4.49,,72.80%
1241,CastleMiner Z,"3 Feb, 2014",4.49,,72.80%
1242,Planet Nomads,"3 May, 2019",21.99,,66.83%
1243,The Legend of Heroes: Trails in the Sky,"29 Jul, 2014",21.99,,88.92%
1244,Wandersong,"27 Sep, 2018",21.99,,91.51%
1245,Nicole,"25 Jul, 2014",20.99,,64.69%
1246,Dead Rising 2: Off the Record,"11 Oct, 2011",19.99,,76.59%
1247,Everybody's Gone to the Rapture,"14 Apr, 2016",21.99,,68.06%
1248,Metro 2033 Redux,"28 Aug, 2014",21.99,,83.35%
1249,Zombie Estate 2,"13 Jan, 2017",5.49,,90.18%
1250,Atlantic Fleet,"25 Feb, 2016",10.99,,80.88%
1251,Recettear: An Item Shop's Tale,"10 Sep, 2010",21.99,,92.99%
1252,Supreme Ruler Ultimate,"17 Oct, 2014",21.99,,71.48%
1253,"Sir, You Are Being Hunted","2 May, 2014",21.99,,75.62%
1254,Yu-Gi-Oh! Legacy of the Duelist,"7 Dec, 2016",21.99,,81.37%
1255,Cloudbuilt,"20 Mar, 2014",21.99,,80.31%
1256,Audioshield,"5 Apr, 2016",21.99,,78.26%
1257,Homefront,"14 Mar, 2011",21.99,,59.34%
1258,Hover,"31 May, 2017",21.99,,77.98%
1259,Deathtrap,"4 Feb, 2015",21.99,,79.44%
1260,The Solus Project,"7 Jun, 2016",21.99,,77.59%
1261,Death's Gambit,"14 Aug, 2018",21.99,,72.94%
1262,Road Redemption,"4 Oct, 2017",21.99,,79.63%
1263,Scribblenauts Unlimited,"20 Nov, 2012",19.99,,89.85%
1264,Fibbage XL,"24 Mar, 2016",10.99,,84.60%
1265,Zoombinis,"28 Oct, 2015",10.99,,86.68%
1266,Cossacks 3,"20 Sep, 2016",21.99,,76.53%
1267,Spooky's Jump Scare Mansion: HD Renovation,"1 Mar, 2017",10.99,,87.97%
1268,Hatoful Boyfriend,"4 Sep, 2014",10.99,,90.83%
1269,Mini Metro,"6 Nov, 2015",10.99,,93.64%
1270,Cloudpunk,"23 Apr, 2020",21.99,,85.21%
1271,One Deck Dungeon,"18 May, 2018",11.49,,78.05%
1272,Goat Simulator,"1 Apr, 2014",11.49,,87.92%
1273,Nightmare Reaper,"16 Jul, 2019",21.79,,89.33%
1274,Charterstone: Digital Edition,"26 Mar, 2020",21.79,,70.10%
1275,Love Spell: Written In The Stars,"24 Jul, 2020",21.79,,82.12%
1276,Songbird Symphony,"25 Jul, 2019",19.49,,87.48%
1277,Citystate,"22 Feb, 2018",19.90,,69.24%
1278,Naval Battles Simulator,"25 Feb, 2020",20.99,,67.91%
1279,Quantum Conundrum,"21 Jun, 2012",9.99,,80.83%
1280,The House of Da Vinci,"24 Nov, 2017",23.99,,86.25%
1281,Emily Wants To Play,"10 Dec, 2015",5.49,,76.46%
1282,Hatred,"1 Jun, 2015",6.69,,77.04%
1283,Fallen Enchantress: Legendary Heroes,"22 May, 2013",28.99,,70.47%
1284,Mirror,"19 Apr, 2018",2.29,,95.66%
1285,Garden Paws,"18 Dec, 2018",22.79,,85.47%
1286,Later Alligator,"18 Sep, 2019",20.49,,91.29%
1287,King of Retail,"26 Mar, 2019",20.49,,85.59%
1288,Monster Sanctuary,"28 Aug, 2019",20.49,,89.73%
1289,Rest In Pieces,"16 Nov, 2019",19.49,9.74,66.94%
1290,Through the Ages,"26 Mar, 2018",18.49,,85.22%
1291,Angels Fall First,"1 Oct, 2015",19.99,,79.44%
1292,Another Brick in The Mall,"30 Apr, 2020",19.99,,80.03%
1293,Machinarium,"16 Oct, 2009",19.99,,92.28%
1294,Heroes of Might & Magic V,"13 May, 2008",9.99,,83.85%
1295,To the Moon,"7 Sep, 2012",10.99,,94.74%
1296,Finding Paradise,"14 Dec, 2017",10.99,,94.83%
1297,GRIS,"13 Dec, 2018",19.49,,94.53%
1298,Stronghold HD,"21 Oct, 2013",6.49,,91.16%
1299,Chrono Ark,"19 Dec, 2019",19.49,,86.46%
1300,Curious Expedition 2,"17 Jun, 2020",19.49,,74.97%
1301,Dance Collider,"1 Nov, 2019",17.49,,80.13%
1302,Steel Fury Kharkov 1942,"24 Jun, 2020",17.49,,67.93%
1303,Sky Noon,"18 Dec, 2018",17.49,,78.66%
1304,MiNNaDe Counter Fight,"1 May, 2020",17.49,,70.57%
1305,Hyperdimension Neptunia Re;Birth3 V Generation,"30 Oct, 2015",17.49,,91.23%
1306,Once upon a Dungeon,"19 Jan, 2018",5.69,1.13,74.78%
1307,Resident Evil 4,"28 Feb, 2014",19.99,,85.67%
1308,Ball 3D: Soccer Online,"31 Mar, 2017",1.09,0.59,75.59%
1309,Mega Man Legacy Collection,"24 Aug, 2015",18.99,,80.78%
1310,Five Nights at Freddy's: Sister Location,"7 Oct, 2016",8.99,,88.34%
1311,BallisticNG,"14 Dec, 2018",8.99,,87.87%
1312,Hand Simulator: Survival,"17 Dec, 2019",1.19,,81.78%
1313,Fran Bow,"27 Aug, 2015",16.99,,93.40%
1314,Freedom Planet,"21 Jul, 2014",16.99,,91.75%
1315,Sid Meier's Starships,"12 Mar, 2015",16.99,,46.78%
1316,Saints Row IV,"20 Aug, 2013",16.99,,89.71%
1317,Fruit Ninja VR,"15 Dec, 2016",16.99,,78.26%
1318,Virtual Pool 4,"11 May, 2015",27.99,16.79,77.33%
1319,Wayward,"22 Apr, 2016",8.79,,80.88%
1320,Half-Life 2: Episode Two,"10 Oct, 2007",8.99,,94.03%
1321,Ruins Seeker,"29 May, 2020",22.79,18.23,85.74%
1322,A-Tech Cybernetic VR,"27 Mar, 2020",22.79,,70.69%
1323,Mount Your Friends 3D: A Hard Man is Good to Climb,"23 Feb, 2018",7.99,3.19,80.55%
1324,Super Bunny Man,"31 Aug, 2017",18.49,,81.24%
1325,Beholder,"9 Nov, 2016",10.99,1.64,88.55%
1326,Craft The World,"24 Nov, 2014",20.99,,85.53%
1327,Project Starship X,"18 Jun, 2020",17.99,,81.30%
1328,FINAL FANTASY IV,"17 Sep, 2014",17.99,,80.68%
1329,Megaton Rainfall,"17 Nov, 2017",17.99,,70.51%
1330,"Dude, Stop","1 Jun, 2018",17.99,,79.32%
1331,Hidden Through Time,"12 Mar, 2020",8.99,,84.24%
1332,Zero Killed,"5 Oct, 2018",17.49,,49.18%
1333,Higurashi When They Cry Hou - Ch.8 Matsuribayashi,"14 May, 2020",8.99,,82.58%
1334,AER Memories of Old,"25 Oct, 2017",17.99,3.59,82.64%
1335,The Curious Tale of the Stolen Pets,"14 Nov, 2019",16.99,8.49,79.06%
1336,My Cute Fuhrer,"16 Apr, 2020",2.29,0.68,77.74%
1337,Bad Guys at School,"15 Jun, 2020",5.69,,76.03%
1338,Hand of Fate,"17 Feb, 2015",19.99,,88.10%
1339,Conglomerate 451,"20 Feb, 2020",22.79,5.69,68.66%
1340,The Escapists,"13 Feb, 2015",19.99,,87.43%
1341,Monolith,"7 Jun, 2017",8.79,,92.55%
1342,Sonic Adventure DX,"4 Mar, 2011",8.79,,84.93%
1343,Crazy Taxi,"4 Mar, 2011",8.79,,80.11%
1344,DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition,"6 Dec, 2018",22.79,15.95,81.86%
1345,Phantom Rose,"7 Aug, 2019",17.49,,68.67%
1346,My Riding Stables: Life with Horses,"27 Mar, 2014",17.49,,77.27%
1347,Lucah: Born of a Dream,"21 Aug, 2018",17.49,,88.54%
1348,Verlet Swing,"18 Sep, 2018",17.49,,84.53%
1349,SUPER BUILD,"31 Aug, 2019",17.49,,80.20%
1350,Richie's Plank Experience,"18 Dec, 2017",17.49,,76.69%
1351,Tonight We Riot,"8 May, 2020",17.49,,87.38%
1352,Coming Out on Top,"12 Oct, 2017",17.49,,90.34%
1353,Ratropolis,"1 Nov, 2019",17.49,,86.81%
1354,Super Motherload,"4 Apr, 2014",17.49,,73.31%
1355,Sable's Grimoire,"18 May, 2018",17.49,,83.68%
1356,Myst III: Exile,"24 Sep, 2018",17.49,,83.62%
1357,Myst IV: Revelation,"25 Sep, 2018",17.49,,66.09%
1358,ELDERBORN,"30 Jan, 2020",17.49,,83.05%
1359,ITTA,"22 Apr, 2020",17.49,,81.07%
1360,A Summer's End - Hong Kong 1986,"23 Apr, 2020",17.49,,90.22%
1361,HEARTBEAT,"12 Dec, 2018",17.49,,80.60%
1362,Chippy,"14 Jun, 2019",17.49,,86.34%
1363,仙劍奇俠傳六 (Chinese Paladin：Sword and Fairy 6),"14 Nov, 2017",17.49,,53.55%
1364,Grey Hack,"14 Dec, 2017",17.49,,82.42%
1365,EDGE OF DAWN,"17 Jul, 2020",17.49,,43.71%
1366,Fate Hunters,"18 Jul, 2019",17.49,,77.14%
1367,Cardaclysm,"29 Jul, 2020",17.49,,68.81%
1368,Umurangi Generation,"19 May, 2020",17.49,,84.51%
1369,Into the Breach,"27 Feb, 2018",17.49,,91.28%
1370,Reassembly,"19 Feb, 2015",17.49,,89.82%
1371,Pure Rock Crawling,"11 Apr, 2018",17.49,,81.63%
1372,BARRICADEZ,"7 Jan, 2020",17.49,,77.77%
1373,Bastion,"16 Aug, 2011",17.49,,93.84%
1374,The Bard's Tale Trilogy,"14 Aug, 2018",17.49,,89.85%
1375,Astrox Imperium,"22 Mar, 2019",17.49,,82.85%
1376,President Yukino,"12 Oct, 2018",17.49,8.74,74.54%
1377,Animal Revolt Battle Simulator,"12 Jun, 2020",11.49,9.19,86.68%
1378,Disc Creatures,"17 Oct, 2019",17.49,,82.29%
1379,Stars in Shadow,"19 Jan, 2017",27.99,5.59,75.85%
1380,Kittypocalypse,"15 Aug, 2016",16.99,5.77,81.67%
1381,The Adventures of Looppy,"4 Mar, 2020",3.39,,82.22%
1382,Demigod,"14 Dec, 2011",11.49,5.74,70.68%
1383,Hegemony Gold: Wars of Ancient Greece,"30 Mar, 2012",16.99,,86.25%
1384,Naxia,"23 Nov, 2019",22.79,17.09,59.91%
1385,Ethereal Enigma,"2 Aug, 2019",22.79,,87.64%
1386,Reventure,"4 Jun, 2019",8.99,,92.11%
1387,Tattletail,"28 Dec, 2016",5.69,,86.35%
1388,The White Door,"9 Jan, 2020",4.65,,89.26%
1389,Happy Room,"19 Dec, 2016",5.49,,82.83%
1390,FINAL FANTASY VII,"4 Jul, 2013",16.99,,90.57%
1391,Sheltered,"15 Mar, 2016",16.99,,77.58%
1392,Hotline Miami 2: Wrong Number,"10 Mar, 2015",16.99,,90.83%
1393,Ragnorium,"17 Jul, 2020",28.99,,64.78%
1394,Wings of Vi,"28 Nov, 2014",16.99,,78.39%
1395,Samurai Gunn,"10 Dec, 2013",16.99,,86.24%
1396,GOD WARS The Complete Legend,"13 Jun, 2019",33.99,,74.94%
1397,KeeperRL,"31 Mar, 2015",16.99,,82.36%
1398,Saints Row: Gat out of Hell,"22 Jan, 2015",16.99,,72.52%
1399,Bermuda - Lost Survival,"29 Sep, 2017",16.99,,70.11%
1400,Neverending Nightmares,"26 Sep, 2014",16.99,,72.71%
1401,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,"16 Dec, 2014",16.99,,82.24%
1402,Keep in Mind: Remastered,"8 Mar, 2018",2.29,1.14,71.18%
1403,TY the Tasmanian Tiger,"12 Dec, 2016",16.99,,93.47%
1404,Gadgeteer,"23 Apr, 2019",14.99,,84.89%
1405,Cinderella Escape 2 Revenge,"6 Oct, 2017",16.99,,82.96%
1406,Super Meat Boy,"30 Nov, 2010",16.99,,92.77%
1407,Junk Jack,"30 Nov, 2016",16.99,,73.52%
1408,F1 2011,"20 Sep, 2011",16.99,,66.64%
1409,Magicka 2,"26 May, 2015",16.99,,78.95%
1410,Paradigm,"5 Apr, 2017",16.99,,89.84%
1411,SHENZHEN I/O,"17 Nov, 2016",16.99,,91.41%
1412,Underhero,"19 Sep, 2018",16.99,,84.02%
1413,Crawl,"11 Apr, 2017",16.99,,92.13%
1414,Maneuver Warfare,"25 May, 2020",19.99,,72.17%
1415,Spelunky,"8 Aug, 2013",16.99,,89.62%
1416,Bear Simulator,"26 Feb, 2016",16.99,,79.15%
1417,Mass Exodus Redux,"4 May, 2017",16.99,,72.59%
1418,Epistory - Typing Chronicles,"30 Mar, 2016",16.99,,91.78%
1419,Knights of Pen and Paper 2,"20 Oct, 2015",8.79,,82.90%
1420,Knights of Pen and Paper 2,"20 Oct, 2015",8.79,,82.90%
1421,TowerFall Ascension,"11 Mar, 2014",16.99,,90.23%
1422,Secrets of Grindea,"13 Jul, 2015",16.99,,88.40%
1423,Witch It,"31 May, 2017",16.99,,82.63%
1424,Ys: The Oath in Felghana,"19 Mar, 2012",16.99,,88.87%
1425,Use Your Words,"3 Apr, 2017",16.99,,79.46%
1426,L.A. Noire,"8 Nov, 2011",16.99,,84.17%
1427,Death Road to Canada,"22 Jul, 2016",16.99,,89.86%
1428,Interplanetary: Enhanced Edition,"2 Aug, 2017",16.99,,78.36%
1429,Curious Expedition,"2 Sep, 2016",16.99,,87.64%
1430,Tinker Racers,"12 Aug, 2020",3.39,2.37,81.89%
1431,Mad Experiments: Escape Room,"16 Apr, 2020",13.99,,79.95%
1432,Visionarium,"3 Jan, 2019",8.99,5.39,81.30%
1433,Visionarium,"3 Jan, 2019",8.99,5.39,81.30%
1434,Shelter 2,"9 Mar, 2015",16.99,,80.67%
1435,From Dust,"17 Aug, 2011",14.99,,64.12%
1436,Crystalline,"22 Aug, 2018",21.99,,90.26%
1437,ACE Academy,"22 Aug, 2016",21.99,,90.49%
1438,Evoland 2,"25 Aug, 2015",21.99,,84.21%
1439,HALF DEAD 2,"2 Aug, 2019",5.49,,81.14%
1440,My Beautiful Paper Smile,"19 Jun, 2020",17.49,14.86,85.51%
1441,TUBELIVE,"12 May, 2020",8.99,,79.46%
1442,"Cook, Serve, Delicious! 2!!","13 Sep, 2017",13.99,3.49,85.26%
1443,Talisman: Digital Edition,"25 Feb, 2014",7.99,,74.59%
1444,Mount Your Friends,"29 Jul, 2014",4.99,1.74,92.12%
1445,Heart's Medicine - Doctor's Oath,"25 Jun, 2020",14.49,,56.71%
1446,Gensokyo Night Festival,"14 Oct, 2019",14.49,,87.23%
1447,Dark Nights with Poe and Munro,"19 May, 2020",14.49,,78.02%
1448,Over the Alps,"31 Mar, 2020",14.49,,83.01%
1449,Let's Cook Together,"4 Apr, 2020",14.49,,69.91%
1450,Kindergarten,"15 Jun, 2017",5.69,,90.52%
1451,Under Shelter,"29 May, 2020",14.49,,44.34%
1452,My Lovely Daughter,"8 Mar, 2018",17.49,,69.30%
1453,Hyzer Sky,"10 Aug, 2020",17.49,15.74,69.20%
1454,Chaos Galaxy,"16 Jun, 2020",17.49,15.74,77.79%
1455,TOGETHER VR,"2 Apr, 2018",14.49,,61.56%
1456,Iron Marines,"15 May, 2019",17.49,,78.88%
1457,Miss Lisette's Assassin Maid,"13 Sep, 2019",11.49,7.46,69.26%
1458,Fabulous - Angela's True Colors,"24 Jan, 2019",14.49,,76.45%
1459,Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,"29 May, 2014",7.79,,38.15%
1460,Old Gods Rising,"21 May, 2020",14.49,,70.14%
1461,Lagoon Lounge : The Poisonous Fountain,"5 Jul, 2018",15.49,,86.83%
1462,Dark Tales: Edgar Allan Poe's The Bells Collector's Edition,"16 May, 2020",15.49,,67.06%
1463,The Wind and Wilting Blossom,"28 Apr, 2020",15.49,,84.87%
1464,Space Gladiators: Escaping Tartarus,"22 Oct, 2019",17.49,13.99,85.18%
1465,Deus Ex: Human Revolution - Director's Cut,"25 Oct, 2013",21.99,,89.69%
1466,Sweet Story Bunny Club,"17 Apr, 2020",1.19,0.65,69.41%
1467,Jewel Match Atlantis Solitaire - Collector's Edition,"7 Nov, 2019",14.49,,74.53%
1468,Dungeons & Dragons: Chronicles of Mystara,"18 Jun, 2013",14.99,,78.33%
1469,Project Warlock,"6 Dec, 2018",15.00,,85.36%
1470,Lethal League,"27 Aug, 2014",14.99,,90.69%
1471,Serious Sam Classic: The Second Encounter,"22 Sep, 2010",6.49,,90.79%
1472,Serious Sam Classics: Revolution,"30 Aug, 2019",10.99,,86.88%
1473,YORG.io 3,"14 Oct, 2019",7.99,,65.01%
1474,Waiting For The Raven,"13 Aug, 2020",17.49,14.86,72.17%
1475,Fabulous - Angela's High School Reunion,"22 Jun, 2017",13.99,,79.25%
1476,Human Resource Machine,"15 Oct, 2015",17.49,,89.95%
1477,7 Billion Humans,"23 Aug, 2018",17.49,,88.85%
1478,Rusty Lake: Roots,"20 Oct, 2016",3.29,,91.41%
1479,Red Alliance,"10 Oct, 2018",13.49,,74.26%
1480,Loria,"27 Nov, 2018",13.49,,77.44%
1481,Learn Japanese To Survive! Katakana War,"30 Jan, 2017",7.79,,85.70%
1482,Boris and the Dark Survival,"10 Feb, 2020",3.99,,89.18%
1483,The Innsmouth Case,"23 Jun, 2020",14.49,,72.76%
1484,Golden Light,"10 Jul, 2020",14.49,,86.09%
1485,Winkeltje: The Little Shop,"19 Feb, 2019",14.49,,86.23%
1486,My Dangerous Life,"23 Jul, 2020",14.49,,69.44%
1487,Super Animal Royale,"12 Dec, 2018",14.49,,93.29%
1488,"Guns, Gore and Cannoli 2","2 Mar, 2018",14.49,,89.36%
1489,Worbital,"31 Jan, 2019",14.49,,82.59%
1490,Arcade Tycoon,"12 Sep, 2019",14.49,,75.18%
1491,Buoyancy,"30 Aug, 2019",14.49,,76.30%
1492,Smile For Me,"31 May, 2019",14.49,,92.46%
1493,Fabulous - Angela's Fashion Fever,"19 Oct, 2016",13.99,,74.31%
1494,while True: learn(),"17 Jan, 2019",14.49,,89.02%
1495,STAR WARS™ Rebellion,"1 Mar, 2016",6.69,,81.08%
1496,Hidden Object 6-in-1 bundle,"16 Mar, 2016",12.99,4.54,75.12%
1497,The Ambassador: Fractured Timelines,"13 Aug, 2020",17.49,13.99,76.34%
1498,Daily Wife,"7 Aug, 2020",5.69,,73.43%
1499,ICEY,"17 Nov, 2016",13.99,,89.21%
1500,Chess Ultra,"21 Jun, 2017",13.99,,70.28%
1501,Kingdom Under Fire 2,"18 Nov, 2019",13.99,,60.71%
1502,Superflight,"9 Nov, 2017",3.39,,93.51%
1503,Neverinth,"17 Jun, 2020",18.49,13.86,74.50%
1504,I am Bread,"9 Apr, 2015",13.99,,75.46%
1505,Car Demolition Clicker,"5 Jul, 2018",7.99,0.79,64.06%
1506,Sweet Story Bad Girl,"24 Apr, 2020",1.19,0.65,69.18%
1507,The Coma: Recut,"22 Sep, 2017",16.99,6.79,79.56%
1508,Shadowrun: Dragonfall - Director's Cut,"18 Sep, 2014",16.99,,86.87%
1509,Clue/Cluedo: The Classic Mystery Game,"17 May, 2018",13.49,,80.93%
1510,Dungeon Dreams,"20 Feb, 2019",13.49,,84.70%
1511,Folklore Hunter,"24 Feb, 2020",13.49,,83.35%
1512,Evil Democracy: 1932,"5 Jun, 2020",13.49,,74.31%
1513,Lost in Vivo,"5 Nov, 2018",13.49,,89.90%
1514,Hitman: Blood Money,"15 Mar, 2007",13.49,,91.25%
1515,Gedonia,"1 Jun, 2020",13.49,,80.08%
1516,风信楼,"23 May, 2020",13.49,,84.72%
1517,Football Drama,"18 Sep, 2019",13.49,6.74,62.07%
1518,Hockey Player VR,"8 May, 2019",5.69,,68.41%
1519,Duck Life: Adventure,"22 Jun, 2020",6.69,,82.91%
1520,Changed,"4 Apr, 2018",6.69,,88.70%
1521,Lost Lands: Mistakes of the Past,"13 Dec, 2018",7.99,4.39,77.88%
1522,Late For Work,"28 Jun, 2019",17.49,13.11,78.91%
1523,Detention,"12 Jan, 2017",12.99,,76.69%
1524,Asian Riddles,"25 Dec, 2019",5.69,0.62,59.60%
1525,Absolute Drift,"29 Jul, 2015",12.99,,84.56%
1526,Crashday Redline Edition,"10 Aug, 2017",12.99,,83.96%
1527,Pilgrims,"7 Oct, 2019",6.49,,89.89%
1528,Return to Castle Wolfenstein,"3 Aug, 2007",6.49,,88.92%
1529,ibb & obb,"26 May, 2014",12.99,,89.69%
1530,SENRAN KAGURA Reflexions,"24 Jun, 2019",12.99,,81.93%
1531,DOOM 64,"20 Mar, 2020",6.49,,88.77%
1532,Corpse Party 2: Dead Patient,"23 Oct, 2019",12.99,,76.70%
1533,DOOM 3,"3 Aug, 2007",6.49,,85.36%
1534,NARUTO SHIPPUDEN: Ultimate Ninja STORM 2,"25 Aug, 2017",24.99,,80.28%
1535,NARUTO: Ultimate Ninja STORM,"25 Aug, 2017",24.99,,66.00%
1536,Core Defense,"31 Jul, 2020",11.49,,78.89%
1537,MARDEK,"3 Jun, 2020",11.49,,85.93%
1538,Cyber Ops,"21 May, 2020",17.49,12.24,52.68%
1539,Chainz 2: Relinked,"13 Jul, 2009",10.99,,54.02%
1540,STAR WARS™: Rogue Squadron 3D,"29 Mar, 2016",11.49,,69.08%
1541,MOLEK-SYNTEZ,"19 Nov, 2019",11.49,,84.41%
1542,Swords and Sandals Classic Collection,"18 Apr, 2019",11.49,,86.54%
1543,The Fairy's Song,"7 Aug, 2020",11.49,,79.05%
1544,Speaking Simulator,"30 Jan, 2020",17.49,,72.09%
1545,Mystery Case Files: Ravenhearst Unlocked Collector's Edition,"18 Oct, 2019",11.49,,63.89%
1546,Roman's Christmas / 罗曼圣诞探案集,"19 Feb, 2020",12.49,,91.25%
1547,Blaster Master Zero 2,"29 Nov, 2019",12.49,,83.07%
1548,Airport Madness 3D: Volume 2,"28 Nov, 2017",22.79,13.67,70.45%
1549,Team Fortress Classic,"1 Apr, 1999",5.69,,82.25%
1550,Half-Life: Opposing Force,"1 Nov, 1999",5.69,,92.06%
1551,Locked Up,"24 Apr, 2020",14.49,5.79,74.06%
1552,The Silent Age,"29 May, 2015",10.99,,90.03%
1553,Kero Blaster,"11 Nov, 2015",10.99,,87.53%
1554,Next Day: Survival,"21 May, 2018",12.99,1.29,62.61%
1555,60 Parsecs!,"18 Sep, 2018",10.99,,79.68%
1556,Regimental Chess,"29 Apr, 2015",1.19,0.59,52.92%
1557,Serious Sam 2,"31 Jan, 2012",10.99,,86.17%
1558,Ikaruga,"18 Feb, 2014",10.99,,90.23%
1559,Stacksquatch,"8 Aug, 2020",17.49,15.74,59.42%
1560,Gunpoint,"3 Jun, 2013",10.99,,94.52%
1561,Shovel Knight: Specter of Torment,"5 Apr, 2017",10.99,,83.79%
1562,Gurumin: A Monstrous Adventure,"30 Mar, 2015",10.99,,85.30%
1563,GoNNER,"12 Oct, 2016",10.99,,81.35%
1564,Natural Selection 2,"30 Oct, 2012",10.99,,83.31%
1565,Unreal Tournament: Game of the Year Edition,"17 Mar, 2008",10.99,,92.85%
1566,Aces Wild: Manic Brawling Action!,"31 Jan, 2014",10.99,,74.89%
1567,Choice Chamber,"16 Jul, 2015",10.99,,68.42%
1568,Nature Treks VR,"4 May, 2017",10.99,,80.66%
1569,System Shock: Enhanced Edition,"22 Oct, 2015",10.99,,85.41%
1570,CastleStorm,"29 Jul, 2013",10.99,,85.06%
1571,Rusty Lake Hotel,"29 Jan, 2016",2.19,,89.44%
1572,Street Legal Racing: Redline v2.3.1,"5 Aug, 2016",6.69,,81.46%
1573,Moon Hunters,"10 Mar, 2016",14.99,,75.73%
1574,Mystery Case Files: Moths to a Flame Collector's Edition,"23 Aug, 2019",11.49,,66.62%
1575,Edgar - Bokbok in Boulzac,"26 Feb, 2020",21.79,10.89,76.35%
1576,Conscious Existence - A Journey Within,"15 Jun, 2019",5.69,3.98,83.85%
1577,Airport Madness 3D,"25 May, 2016",21.99,13.19,77.48%
1578,STAR WARS™ Jedi Knight: Dark Forces II,"30 Nov, 1999",6.69,,71.08%
1579,Syrian Warfare,"21 Feb, 2017",15.49,,83.19%
1580,The Complex,"31 Mar, 2020",14.49,,73.38%
1581,The Bunker,"20 Sep, 2016",14.49,,68.74%
1582,The Shapeshifting Detective,"6 Nov, 2018",14.49,,75.01%
1583,Astral Terra,"10 Nov, 2015",11.49,,53.36%
1584,Arx Fatalis,"3 Apr, 2007",5.49,,82.64%
1585,"Please, Don’t Touch Anything","26 Mar, 2015",5.49,,84.20%
1586,Total Annihilation,"18 Dec, 2015",5.49,,91.28%
1587,Pipe Push Paradise,"19 Jan, 2018",11.49,,84.73%
1588,To Leave,"4 Oct, 2018",11.49,,70.59%
1589,Tech Support: Error Unknown,"27 Feb, 2019",11.49,,66.97%
1590,Apollo 11 VR HD,"23 Nov, 2018",11.49,,74.05%
1591,Alluris,"11 Oct, 2019",11.49,,83.54%
1592,Brass Brigade,"22 Nov, 2019",11.49,,82.49%
1593,Golf Masters,"13 Jul, 2020",11.49,,35.92%
1594,Reign Of Kings,"15 Dec, 2015",11.49,,56.97%
1595,Mystery Case Files: The Countess Collector's Edition,"27 Nov, 2018",11.49,,53.32%
1596,Gaia,"3 Apr, 2020",22.79,11.39,58.70%
1597,Dream Car Builder,"21 Sep, 2018",11.49,,84.55%
1598,No One But You,"30 Jul, 2020",11.49,,75.66%
1599,Warehouse Simulator,"17 Jul, 2020",11.49,,41.45%
1600,Supaplex,"9 May, 2018",11.49,,83.84%
1601,Border Officer,"19 Jul, 2019",11.49,,55.39%
1602,The Mean Greens - Plastic Warfare,"8 Dec, 2015",11.49,,79.91%
1603,Wide Ocean Big Jacket,"4 Feb, 2020",8.99,3.59,85.52%
1604,DEFCON,"29 Sep, 2006",11.49,,82.70%
1605,The Christmas Spirit: Grimm Tales Collector's Edition,"13 Dec, 2019",11.49,,69.20%
1606,Risk System,"14 May, 2019",11.49,,79.04%
1607,Equilinox,"23 Nov, 2018",11.49,,88.89%
1608,Flying Red Barrel - The Diary of a Little Aviator,"19 Jun, 2020",11.49,,82.95%
1609,SLAYERS FOR HIRE,"20 Mar, 2020",11.49,,84.90%
1610,Shikhondo(食魂徒) - Soul Eater,"9 Oct, 2017",11.49,,76.80%
1611,Paradiddle,"31 Oct, 2017",11.49,,80.78%
